"Year","Location","Session","Species","spp.ann.tot","net.hours","notes"
1997,"PUVI",1,"BANA",0,1136.8,""
1997,"PUVI",1,"BAWW",5,1136.8,""
1997,"PUVI",1,"RLTH",1,1136.8,""
1997,"PUVI",1,"HIEM",1,1136.8,""
1997,"PUVI",1,"BFGR",11,1136.8,""
1997,"PUVI",1,"RTSO",9,1136.8,""
1997,"PUVI",1,"SSHA",2,1136.8,""
1997,"PUVI",1,"WCHT",6,1136.8,""
1997,"PUVI",1,"BTBW",3,1136.8,""
1997,"PUVI",1,"WEWA",0,1136.8,""
1997,"PUVI",1,"COYE",0,1136.8,""
1997,"PUVI",1,"GABU",7,1136.8,""
1997,"PUVI",1,"KEWA",0,1136.8,""
1997,"PUVI",1,"GRCA",0,1136.8,""
1997,"PUVI",1,"OVEN",6,1136.8,""
1997,"PUVI",1,"PIWA",0,1136.8,""
1997,"PUVI",1,"HHTA",3,1136.8,""
1997,"PUVI",1,"RNPI",2,1136.8,""
1997,"PUVI",1,"HILC",0,1136.8,""
1997,"PUVI",1,"HIPE",1,1136.8,""
1997,"PUVI",1,"HIPK",0,1136.8,""
1997,"PUVI",1,"HITR",0,1136.8,""
1997,"PUVI",1,"HISP",1,1136.8,""
1997,"PUVI",1,"HIWO",0,1136.8,""
1997,"PUVI",1,"WFQD",1,1136.8,""
1997,"PUVI",1,"SWWA",0,1136.8,""
1997,"PUVI",1,"GTGT",30,1136.8,""
1998,"PALO",1,"GAEL",3,921,""
1998,"PALO",1,"AMRE",0,921,""
1998,"PALO",1,"RLTH",1,921,""
1998,"PALO",1,"NBTO",8,921,""
1998,"PALO",1,"BCPT",2,921,""
1998,"PALO",1,"RTSO",12,921,""
1998,"PALO",1,"SSHA",0,921,""
1998,"PALO",1,"HIEM",6,921,""
1998,"PALO",1,"WCHT",3,921,""
1998,"PALO",1,"WEWA",0,921,""
1998,"PALO",1,"MYWA",0,921,""
1998,"PALO",1,"LATH",3,921,""
1998,"PALO",1,"GABU",2,921,""
1998,"PALO",1,"GRCA",0,921,""
1998,"PALO",1,"OVEN",3,921,""
1998,"PALO",1,"PIWA",1,921,""
1998,"PALO",1,"HHTA",3,921,""
1998,"PALO",1,"RNPI",0,921,""
1998,"PALO",1,"HILC",0,921,""
1998,"PALO",1,"BITH",5,921,""
1998,"PALO",1,"HIPK",0,921,""
1998,"PALO",1,"SWWA",2,921,""
1998,"PALO",1,"HITR",0,921,""
1998,"PALO",1,"HIWO",0,921,""
1998,"PALO",1,"WFQD",1,921,""
1998,"PALO",1,"KEWA",0,921,""
1998,"PALO",1,"COYE",0,921,""
1998,"PALO",1,"HISP",1,921,""
1998,"PALO",1,"BANA",0,921,""
1998,"PALO",1,"BFGR",0,921,""
1998,"PALO",1,"BAWW",0,921,""
1998,"PALO",1,"HIPE",0,921,""
1998,"PALO",1,"BTBW",2,921,""
1998,"PALO",1,"GTGT",9,921,""
1998,"PUVI",1,"NBTO",8,947,""
1998,"PUVI",1,"SSHA",0,947,""
1998,"PUVI",1,"RNPI",0,947,""
1998,"PUVI",1,"HITR",0,947,""
1998,"PUVI",1,"MYWA",0,947,""
1998,"PUVI",1,"GAEL",1,947,""
1998,"PUVI",1,"GABU",10,947,""
1998,"PUVI",1,"RLTH",0,947,""
1998,"PUVI",1,"OVEN",11,947,""
1998,"PUVI",1,"HIEM",5,947,""
1998,"PUVI",1,"PIWA",0,947,""
1998,"PUVI",1,"HILC",0,947,""
1998,"PUVI",1,"RTSO",2,947,""
1998,"PUVI",1,"BCPT",5,947,""
1998,"PUVI",1,"WCHT",3,947,""
1998,"PUVI",1,"SWWA",0,947,""
1998,"PUVI",1,"WEWA",0,947,""
1998,"PUVI",1,"HIWO",1,947,""
1998,"PUVI",1,"LATH",0,947,""
1998,"PUVI",1,"KEWA",0,947,""
1998,"PUVI",1,"GRCA",0,947,""
1998,"PUVI",1,"BAWW",2,947,""
1998,"PUVI",1,"AMRE",0,947,""
1998,"PUVI",1,"HIPK",0,947,""
1998,"PUVI",1,"BANA",0,947,""
1998,"PUVI",1,"HISP",5,947,""
1998,"PUVI",1,"HIPE",2,947,""
1998,"PUVI",1,"WFQD",2,947,""
1998,"PUVI",1,"BITH",9,947,""
1998,"PUVI",1,"COYE",0,947,""
1998,"PUVI",1,"GTGT",27,947,""
1998,"PUVI",1,"BTBW",3,947,""
1998,"PUVI",1,"HHTA",5,947,""
1998,"PUVI",1,"BFGR",0,947,""
2000,"PALO",1,"WEWA",NA,0,""
2000,"PALO",1,"GABU",NA,0,""
2000,"PALO",1,"RLTH",NA,0,""
2000,"PALO",1,"MYWA",NA,0,""
2000,"PALO",1,"BANA",NA,0,""
2000,"PALO",1,"RTSO",NA,0,""
2000,"PALO",1,"AMRE",NA,0,""
2000,"PALO",1,"NBTO",NA,0,""
2000,"PALO",1,"WCHT",NA,0,""
2000,"PALO",1,"HITR",NA,0,""
2000,"PALO",1,"HIPE",NA,0,""
2000,"PALO",1,"WFQD",NA,0,""
2000,"PALO",1,"GAEL",NA,0,""
2000,"PALO",1,"COYE",NA,0,""
2000,"PALO",1,"GRCA",NA,0,""
2000,"PALO",1,"OVEN",NA,0,""
2000,"PALO",1,"HIEM",NA,0,""
2000,"PALO",1,"HHTA",NA,0,""
2000,"PALO",1,"HILC",NA,0,""
2000,"PALO",1,"RNPI",NA,0,""
2000,"PALO",1,"SSHA",NA,0,""
2000,"PALO",1,"BITH",NA,0,""
2000,"PALO",1,"SWWA",NA,0,""
2000,"PALO",1,"HIWO",NA,0,""
2000,"PALO",1,"BTBW",NA,0,""
2000,"PALO",1,"LATH",NA,0,""
2000,"PALO",1,"HIPK",NA,0,""
2000,"PALO",1,"BFGR",NA,0,""
2000,"PALO",1,"BAWW",NA,0,""
2000,"PALO",1,"PIWA",NA,0,""
2000,"PALO",1,"KEWA",NA,0,""
2000,"PALO",1,"HISP",NA,0,""
2000,"PALO",1,"BCPT",NA,0,""
2000,"PALO",1,"GTGT",NA,0,""
2000,"PUVI",1,"GAEL",1,571,""
2000,"PUVI",1,"HIEM",0,571,""
2000,"PUVI",1,"NBTO",6,571,""
2000,"PUVI",1,"WEWA",0,571,""
2000,"PUVI",1,"MYWA",0,571,""
2000,"PUVI",1,"LATH",4,571,""
2000,"PUVI",1,"GABU",4,571,""
2000,"PUVI",1,"COYE",0,571,""
2000,"PUVI",1,"RLTH",0,571,""
2000,"PUVI",1,"AMRE",0,571,""
2000,"PUVI",1,"PIWA",0,571,""
2000,"PUVI",1,"BANA",0,571,""
2000,"PUVI",1,"BAWW",3,571,""
2000,"PUVI",1,"RTSO",7,571,""
2000,"PUVI",1,"SSHA",2,571,""
2000,"PUVI",1,"WCHT",2,571,""
2000,"PUVI",1,"HITR",2,571,""
2000,"PUVI",1,"HIWO",1,571,""
2000,"PUVI",1,"WFQD",0,571,""
2000,"PUVI",1,"KEWA",0,571,""
2000,"PUVI",1,"HHTA",2,571,""
2000,"PUVI",1,"GRCA",0,571,""
2000,"PUVI",1,"OVEN",9,571,""
2000,"PUVI",1,"GTGT",21,571,""
2000,"PUVI",1,"BITH",7,571,""
2000,"PUVI",1,"RNPI",0,571,""
2000,"PUVI",1,"HILC",0,571,""
2000,"PUVI",1,"BCPT",1,571,""
2000,"PUVI",1,"HIPE",4,571,""
2000,"PUVI",1,"SWWA",1,571,""
2000,"PUVI",1,"HISP",1,571,""
2000,"PUVI",1,"BTBW",2,571,""
2000,"PUVI",1,"HIPK",0,571,""
2000,"PUVI",1,"BFGR",1,571,""
2001,"PALO",1,"GAEL",NA,0,""
2001,"PALO",1,"GRCA",NA,0,""
2001,"PALO",1,"MYWA",NA,0,""
2001,"PALO",1,"LATH",NA,0,""
2001,"PALO",1,"NBTO",NA,0,""
2001,"PALO",1,"BANA",NA,0,""
2001,"PALO",1,"OVEN",NA,0,""
2001,"PALO",1,"RLTH",NA,0,""
2001,"PALO",1,"HIEM",NA,0,""
2001,"PALO",1,"HITR",NA,0,""
2001,"PALO",1,"HIWO",NA,0,""
2001,"PALO",1,"BTBW",NA,0,""
2001,"PALO",1,"KEWA",NA,0,""
2001,"PALO",1,"GABU",NA,0,""
2001,"PALO",1,"WFQD",NA,0,""
2001,"PALO",1,"RTSO",NA,0,""
2001,"PALO",1,"AMRE",NA,0,""
2001,"PALO",1,"PIWA",NA,0,""
2001,"PALO",1,"HHTA",NA,0,""
2001,"PALO",1,"SWWA",NA,0,""
2001,"PALO",1,"HIPE",NA,0,""
2001,"PALO",1,"SSHA",NA,0,""
2001,"PALO",1,"BITH",NA,0,""
2001,"PALO",1,"HIPK",NA,0,""
2001,"PALO",1,"WCHT",NA,0,""
2001,"PALO",1,"WEWA",NA,0,""
2001,"PALO",1,"COYE",NA,0,""
2001,"PALO",1,"RNPI",NA,0,""
2001,"PALO",1,"GTGT",NA,0,""
2001,"PALO",1,"BCPT",NA,0,""
2001,"PALO",1,"BFGR",NA,0,""
2001,"PALO",1,"BAWW",NA,0,""
2001,"PALO",1,"HILC",NA,0,""
2001,"PALO",1,"HISP",NA,0,""
2001,"PUVI",1,"NBTO",5,793,""
2001,"PUVI",1,"GAEL",1,793,""
2001,"PUVI",1,"RLTH",1,793,""
2001,"PUVI",1,"MYWA",0,793,""
2001,"PUVI",1,"OVEN",10,793,""
2001,"PUVI",1,"WEWA",0,793,""
2001,"PUVI",1,"GABU",2,793,""
2001,"PUVI",1,"WFQD",0,793,""
2001,"PUVI",1,"WCHT",3,793,""
2001,"PUVI",1,"RTSO",1,793,""
2001,"PUVI",1,"PIWA",0,793,""
2001,"PUVI",1,"HIEM",2,793,""
2001,"PUVI",1,"GRCA",0,793,""
2001,"PUVI",1,"HISP",3,793,""
2001,"PUVI",1,"SSHA",1,793,""
2001,"PUVI",1,"BITH",4,793,""
2001,"PUVI",1,"SWWA",1,793,""
2001,"PUVI",1,"LATH",3,793,""
2001,"PUVI",1,"BTBW",1,793,""
2001,"PUVI",1,"HIWO",0,793,""
2001,"PUVI",1,"COYE",0,793,""
2001,"PUVI",1,"RNPI",0,793,""
2001,"PUVI",1,"BAWW",2,793,""
2001,"PUVI",1,"AMRE",0,793,""
2001,"PUVI",1,"HHTA",7,793,""
2001,"PUVI",1,"BCPT",6,793,""
2001,"PUVI",1,"BFGR",0,793,""
2001,"PUVI",1,"HIPE",5,793,""
2001,"PUVI",1,"HIPK",0,793,""
2001,"PUVI",1,"KEWA",0,793,""
2001,"PUVI",1,"HITR",0,793,""
2001,"PUVI",1,"GTGT",16,793,""
2001,"PUVI",1,"HILC",0,793,""
2001,"PUVI",1,"BANA",0,793,""
2002,"PALO",1,"GRCA",0,941,""
2002,"PALO",1,"HIPK",0,941,""
2002,"PALO",1,"MYWA",0,941,""
2002,"PALO",1,"HIWO",0,941,""
2002,"PALO",1,"HIEM",9,941,""
2002,"PALO",1,"LATH",1,941,""
2002,"PALO",1,"HITR",1,941,""
2002,"PALO",1,"GTGT",6,941,""
2002,"PALO",1,"RTSO",11,941,""
2002,"PALO",1,"SSHA",0,941,""
2002,"PALO",1,"HISP",3,941,""
2002,"PALO",1,"SWWA",0,941,""
2002,"PALO",1,"WCHT",6,941,""
2002,"PALO",1,"WEWA",0,941,""
2002,"PALO",1,"KEWA",0,941,""
2002,"PALO",1,"WFQD",0,941,""
2002,"PALO",1,"NBTO",7,941,""
2002,"PALO",1,"AMRE",0,941,""
2002,"PALO",1,"HHTA",1,941,""
2002,"PALO",1,"HILC",0,941,""
2002,"PALO",1,"HIPE",2,941,""
2002,"PALO",1,"BCPT",1,941,""
2002,"PALO",1,"BITH",4,941,""
2002,"PALO",1,"BFGR",0,941,""
2002,"PALO",1,"GAEL",0,941,""
2002,"PALO",1,"BAWW",1,941,""
2002,"PALO",1,"BTBW",2,941,""
2002,"PALO",1,"OVEN",6,941,""
2002,"PALO",1,"RLTH",0,941,""
2002,"PALO",1,"GABU",4,941,""
2002,"PALO",1,"RNPI",0,941,""
2002,"PALO",1,"PIWA",0,941,""
2002,"PALO",1,"BANA",0,941,""
2002,"PALO",1,"COYE",0,941,""
2002,"PUVI",1,"BTBW",7,867.5,""
2002,"PUVI",1,"HIPK",0,867.5,""
2002,"PUVI",1,"BCPT",0,867.5,""
2002,"PUVI",1,"HIPE",3,867.5,""
2002,"PUVI",1,"SSHA",0,867.5,""
2002,"PUVI",1,"HISP",14,867.5,""
2002,"PUVI",1,"HITR",0,867.5,""
2002,"PUVI",1,"GAEL",0,867.5,""
2002,"PUVI",1,"MYWA",0,867.5,""
2002,"PUVI",1,"LATH",0,867.5,""
2002,"PUVI",1,"AMRE",1,867.5,""
2002,"PUVI",1,"RTSO",2,867.5,""
2002,"PUVI",1,"BITH",7,867.5,""
2002,"PUVI",1,"BAWW",3,867.5,""
2002,"PUVI",1,"RLTH",1,867.5,""
2002,"PUVI",1,"HILC",0,867.5,""
2002,"PUVI",1,"GABU",8,867.5,""
2002,"PUVI",1,"COYE",0,867.5,""
2002,"PUVI",1,"KEWA",0,867.5,""
2002,"PUVI",1,"SWWA",2,867.5,""
2002,"PUVI",1,"BFGR",0,867.5,""
2002,"PUVI",1,"BANA",0,867.5,""
2002,"PUVI",1,"HIEM",0,867.5,""
2002,"PUVI",1,"GRCA",0,867.5,""
2002,"PUVI",1,"NBTO",4,867.5,""
2002,"PUVI",1,"RNPI",0,867.5,""
2002,"PUVI",1,"HIWO",0,867.5,""
2002,"PUVI",1,"PIWA",0,867.5,""
2002,"PUVI",1,"OVEN",6,867.5,""
2002,"PUVI",1,"WFQD",0,867.5,""
2002,"PUVI",1,"WEWA",0,867.5,""
2002,"PUVI",1,"GTGT",23,867.5,""
2002,"PUVI",1,"HHTA",2,867.5,""
2002,"PUVI",1,"WCHT",6,867.5,""
2003,"PALO",1,"BITH",2,995,""
2003,"PALO",1,"BCPT",2,995,""
2003,"PALO",1,"RNPI",0,995,""
2003,"PALO",1,"SSHA",0,995,""
2003,"PALO",1,"BFGR",1,995,""
2003,"PALO",1,"AMRE",0,995,""
2003,"PALO",1,"WEWA",0,995,""
2003,"PALO",1,"HIPK",0,995,""
2003,"PALO",1,"HIEM",5,995,""
2003,"PALO",1,"RTSO",8,995,""
2003,"PALO",1,"BAWW",0,995,""
2003,"PALO",1,"RLTH",0,995,""
2003,"PALO",1,"GAEL",0,995,""
2003,"PALO",1,"MYWA",0,995,""
2003,"PALO",1,"HILC",0,995,""
2003,"PALO",1,"HIPE",2,995,""
2003,"PALO",1,"PIWA",0,995,""
2003,"PALO",1,"HHTA",1,995,""
2003,"PALO",1,"WCHT",3,995,""
2003,"PALO",1,"BTBW",5,995,""
2003,"PALO",1,"HITR",1,995,""
2003,"PALO",1,"GABU",1,995,""
2003,"PALO",1,"SWWA",0,995,""
2003,"PALO",1,"BANA",0,995,""
2003,"PALO",1,"NBTO",4,995,""
2003,"PALO",1,"GTGT",8,995,""
2003,"PALO",1,"WFQD",0,995,""
2003,"PALO",1,"HISP",0,995,""
2003,"PALO",1,"GRCA",0,995,""
2003,"PALO",1,"LATH",0,995,""
2003,"PALO",1,"OVEN",3,995,""
2003,"PALO",1,"COYE",0,995,""
2003,"PALO",1,"KEWA",0,995,""
2003,"PALO",1,"HIWO",2,995,""
2003,"PUVI",1,"SSHA",1,919.5,""
2003,"PUVI",1,"BCPT",9,919.5,""
2003,"PUVI",1,"RTSO",4,919.5,""
2003,"PUVI",1,"BAWW",0,919.5,""
2003,"PUVI",1,"HIEM",0,919.5,""
2003,"PUVI",1,"HHTA",6,919.5,""
2003,"PUVI",1,"RNPI",0,919.5,""
2003,"PUVI",1,"BFGR",0,919.5,""
2003,"PUVI",1,"HIPE",7,919.5,""
2003,"PUVI",1,"HIPK",0,919.5,""
2003,"PUVI",1,"SWWA",2,919.5,""
2003,"PUVI",1,"HILC",0,919.5,""
2003,"PUVI",1,"AMRE",0,919.5,""
2003,"PUVI",1,"RLTH",1,919.5,""
2003,"PUVI",1,"BANA",0,919.5,""
2003,"PUVI",1,"WCHT",3,919.5,""
2003,"PUVI",1,"GTGT",17,919.5,""
2003,"PUVI",1,"HITR",1,919.5,""
2003,"PUVI",1,"WEWA",0,919.5,""
2003,"PUVI",1,"OVEN",4,919.5,""
2003,"PUVI",1,"HISP",6,919.5,""
2003,"PUVI",1,"GAEL",1,919.5,""
2003,"PUVI",1,"PIWA",0,919.5,""
2003,"PUVI",1,"BITH",12,919.5,""
2003,"PUVI",1,"MYWA",0,919.5,""
2003,"PUVI",1,"LATH",0,919.5,""
2003,"PUVI",1,"GABU",13,919.5,""
2003,"PUVI",1,"GRCA",0,919.5,""
2003,"PUVI",1,"HIWO",0,919.5,""
2003,"PUVI",1,"WFQD",0,919.5,""
2003,"PUVI",1,"NBTO",5,919.5,""
2003,"PUVI",1,"COYE",0,919.5,""
2003,"PUVI",1,"KEWA",0,919.5,""
2003,"PUVI",1,"BTBW",2,919.5,""
2004,"PALO",1,"RTSO",7,971.5,""
2004,"PALO",1,"RNPI",0,971.5,""
2004,"PALO",1,"HIPE",2,971.5,""
2004,"PALO",1,"HIEM",2,971.5,""
2004,"PALO",1,"SWWA",0,971.5,""
2004,"PALO",1,"HILC",0,971.5,""
2004,"PALO",1,"SSHA",0,971.5,""
2004,"PALO",1,"PIWA",0,971.5,""
2004,"PALO",1,"HISP",2,971.5,""
2004,"PALO",1,"BAWW",0,971.5,""
2004,"PALO",1,"RLTH",0,971.5,""
2004,"PALO",1,"BCPT",3,971.5,""
2004,"PALO",1,"HHTA",0,971.5,""
2004,"PALO",1,"WCHT",3,971.5,""
2004,"PALO",1,"BITH",2,971.5,""
2004,"PALO",1,"WEWA",0,971.5,""
2004,"PALO",1,"HIPK",0,971.5,""
2004,"PALO",1,"BANA",0,971.5,""
2004,"PALO",1,"GTGT",5,971.5,""
2004,"PALO",1,"NBTO",3,971.5,""
2004,"PALO",1,"AMRE",0,971.5,""
2004,"PALO",1,"BFGR",0,971.5,""
2004,"PALO",1,"MYWA",0,971.5,""
2004,"PALO",1,"GAEL",3,971.5,""
2004,"PALO",1,"HITR",0,971.5,""
2004,"PALO",1,"OVEN",3,971.5,""
2004,"PALO",1,"HIWO",0,971.5,""
2004,"PALO",1,"WFQD",0,971.5,""
2004,"PALO",1,"GABU",0,971.5,""
2004,"PALO",1,"GRCA",0,971.5,""
2004,"PALO",1,"LATH",1,971.5,""
2004,"PALO",1,"COYE",0,971.5,""
2004,"PALO",1,"BTBW",4,971.5,""
2004,"PALO",1,"KEWA",0,971.5,""
2004,"PUVI",1,"RNPI",0,474.9,""
2004,"PUVI",1,"BANA",1,474.9,""
2004,"PUVI",1,"SSHA",0,474.9,""
2004,"PUVI",1,"BFGR",0,474.9,""
2004,"PUVI",1,"RLTH",0,474.9,""
2004,"PUVI",1,"HIEM",0,474.9,""
2004,"PUVI",1,"BAWW",0,474.9,""
2004,"PUVI",1,"RTSO",6,474.9,""
2004,"PUVI",1,"GAEL",4,474.9,""
2004,"PUVI",1,"BCPT",3,474.9,""
2004,"PUVI",1,"HHTA",2,474.9,""
2004,"PUVI",1,"HILC",1,474.9,""
2004,"PUVI",1,"GTGT",14,474.9,""
2004,"PUVI",1,"AMRE",0,474.9,""
2004,"PUVI",1,"HIPK",0,474.9,""
2004,"PUVI",1,"SWWA",0,474.9,""
2004,"PUVI",1,"MYWA",0,474.9,""
2004,"PUVI",1,"BITH",16,474.9,""
2004,"PUVI",1,"PIWA",0,474.9,""
2004,"PUVI",1,"OVEN",15,474.9,""
2004,"PUVI",1,"WEWA",0,474.9,""
2004,"PUVI",1,"GABU",8,474.9,""
2004,"PUVI",1,"HIPE",2,474.9,""
2004,"PUVI",1,"GRCA",0,474.9,""
2004,"PUVI",1,"COYE",0,474.9,""
2004,"PUVI",1,"LATH",0,474.9,""
2004,"PUVI",1,"NBTO",7,474.9,""
2004,"PUVI",1,"HITR",0,474.9,""
2004,"PUVI",1,"WCHT",2,474.9,""
2004,"PUVI",1,"HISP",4,474.9,""
2004,"PUVI",1,"KEWA",0,474.9,""
2004,"PUVI",1,"WFQD",1,474.9,""
2004,"PUVI",1,"BTBW",4,474.9,""
2004,"PUVI",1,"HIWO",0,474.9,""
2005,"PALO",1,"RNPI",0,895.8,""
2005,"PALO",1,"HIPK",0,895.8,""
2005,"PALO",1,"BANA",0,895.8,""
2005,"PALO",1,"RLTH",0,895.8,""
2005,"PALO",1,"HIEM",7,895.8,""
2005,"PALO",1,"SSHA",1,895.8,""
2005,"PALO",1,"HIPE",1,895.8,""
2005,"PALO",1,"BCPT",4,895.8,""
2005,"PALO",1,"HHTA",0,895.8,""
2005,"PALO",1,"RTSO",4,895.8,""
2005,"PALO",1,"HILC",0,895.8,""
2005,"PALO",1,"AMRE",0,895.8,""
2005,"PALO",1,"PIWA",0,895.8,""
2005,"PALO",1,"GTGT",4,895.8,""
2005,"PALO",1,"HISP",1,895.8,""
2005,"PALO",1,"BAWW",0,895.8,""
2005,"PALO",1,"GRCA",0,895.8,""
2005,"PALO",1,"SWWA",0,895.8,""
2005,"PALO",1,"GAEL",1,895.8,""
2005,"PALO",1,"NBTO",3,895.8,""
2005,"PALO",1,"BITH",6,895.8,""
2005,"PALO",1,"OVEN",5,895.8,""
2005,"PALO",1,"MYWA",0,895.8,""
2005,"PALO",1,"BFGR",0,895.8,""
2005,"PALO",1,"LATH",0,895.8,""
2005,"PALO",1,"WEWA",0,895.8,""
2005,"PALO",1,"WCHT",1,895.8,""
2005,"PALO",1,"WFQD",1,895.8,""
2005,"PALO",1,"BTBW",1,895.8,""
2005,"PALO",1,"GABU",2,895.8,""
2005,"PALO",1,"COYE",0,895.8,""
2005,"PALO",1,"HIWO",2,895.8,""
2005,"PALO",1,"HITR",1,895.8,""
2005,"PALO",1,"KEWA",0,895.8,""
2005,"PUVI",1,"RLTH",0,940.5,""
2005,"PUVI",1,"HIEM",2,940.5,""
2005,"PUVI",1,"RTSO",4,940.5,""
2005,"PUVI",1,"BAWW",1,940.5,""
2005,"PUVI",1,"BCPT",9,940.5,""
2005,"PUVI",1,"PIWA",0,940.5,""
2005,"PUVI",1,"RNPI",0,940.5,""
2005,"PUVI",1,"BANA",0,940.5,""
2005,"PUVI",1,"NBTO",12,940.5,""
2005,"PUVI",1,"HIPE",2,940.5,""
2005,"PUVI",1,"HHTA",2,940.5,""
2005,"PUVI",1,"BFGR",0,940.5,""
2005,"PUVI",1,"HILC",0,940.5,""
2005,"PUVI",1,"GABU",9,940.5,""
2005,"PUVI",1,"SSHA",1,940.5,""
2005,"PUVI",1,"OVEN",17,940.5,""
2005,"PUVI",1,"GTGT",14,940.5,""
2005,"PUVI",1,"SWWA",0,940.5,""
2005,"PUVI",1,"AMRE",0,940.5,""
2005,"PUVI",1,"WEWA",0,940.5,""
2005,"PUVI",1,"HIPK",1,940.5,""
2005,"PUVI",1,"GAEL",0,940.5,""
2005,"PUVI",1,"KEWA",0,940.5,""
2005,"PUVI",1,"GRCA",0,940.5,""
2005,"PUVI",1,"MYWA",0,940.5,""
2005,"PUVI",1,"HIWO",4,940.5,""
2005,"PUVI",1,"LATH",4,940.5,""
2005,"PUVI",1,"BITH",16,940.5,""
2005,"PUVI",1,"WCHT",3,940.5,""
2005,"PUVI",1,"HITR",0,940.5,""
2005,"PUVI",1,"WFQD",0,940.5,""
2005,"PUVI",1,"COYE",0,940.5,""
2005,"PUVI",1,"HISP",2,940.5,""
2005,"PUVI",1,"BTBW",6,940.5,""
2006,"PALO",1,"RNPI",0,674.8,""
2006,"PALO",1,"HIEM",0,674.8,""
2006,"PALO",1,"HILC",0,674.8,""
2006,"PALO",1,"RTSO",5,674.8,""
2006,"PALO",1,"SSHA",0,674.8,""
2006,"PALO",1,"HHTA",1,674.8,""
2006,"PALO",1,"RLTH",0,674.8,""
2006,"PALO",1,"MYWA",0,674.8,""
2006,"PALO",1,"HIPK",0,674.8,""
2006,"PALO",1,"GAEL",0,674.8,""
2006,"PALO",1,"GRCA",0,674.8,""
2006,"PALO",1,"OVEN",9,674.8,""
2006,"PALO",1,"AMRE",0,674.8,""
2006,"PALO",1,"GTGT",1,674.8,""
2006,"PALO",1,"BAWW",0,674.8,""
2006,"PALO",1,"WCHT",4,674.8,""
2006,"PALO",1,"HIPE",2,674.8,""
2006,"PALO",1,"BCPT",1,674.8,""
2006,"PALO",1,"PIWA",0,674.8,""
2006,"PALO",1,"LATH",0,674.8,""
2006,"PALO",1,"GABU",4,674.8,""
2006,"PALO",1,"WEWA",0,674.8,""
2006,"PALO",1,"WFQD",0,674.8,""
2006,"PALO",1,"BANA",0,674.8,""
2006,"PALO",1,"HISP",2,674.8,""
2006,"PALO",1,"COYE",0,674.8,""
2006,"PALO",1,"NBTO",3,674.8,""
2006,"PALO",1,"SWWA",0,674.8,""
2006,"PALO",1,"KEWA",0,674.8,""
2006,"PALO",1,"BFGR",1,674.8,""
2006,"PALO",1,"HITR",0,674.8,""
2006,"PALO",1,"BTBW",5,674.8,""
2006,"PALO",1,"BITH",5,674.8,""
2006,"PALO",1,"HIWO",0,674.8,""
2006,"PUVI",1,"MYWA",10,907.9,""
2006,"PUVI",1,"HIPE",1,907.9,""
2006,"PUVI",1,"RLTH",1,907.9,""
2006,"PUVI",1,"HILC",0,907.9,""
2006,"PUVI",1,"WFQD",0,907.9,""
2006,"PUVI",1,"AMRE",0,907.9,""
2006,"PUVI",1,"NBTO",7,907.9,""
2006,"PUVI",1,"BANA",0,907.9,""
2006,"PUVI",1,"HIEM",1,907.9,""
2006,"PUVI",1,"RNPI",0,907.9,""
2006,"PUVI",1,"BCPT",4,907.9,""
2006,"PUVI",1,"WEWA",0,907.9,""
2006,"PUVI",1,"LATH",0,907.9,""
2006,"PUVI",1,"GABU",7,907.9,""
2006,"PUVI",1,"HIWO",0,907.9,""
