"Location","Species","1997","1998","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","yrs.obs","max.obs","min.obs"
"PALO","OVEN",1,1,NA,NA,1,1,1,1,1,1,1,1,1,11,13,3
"PALO","PIWA",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0
"PALO","RLTH",1,0,NA,NA,0,0,0,0,0,0,0,0,1,2,3,0
"PALO","RNPI",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"PALO","RTSO",1,1,NA,NA,1,1,1,1,1,1,1,1,1,11,12,3
"PALO","SSHA",1,0,NA,NA,0,0,0,0,0,0,0,0,0,1,2,0
"PALO","SWWA",0,1,NA,NA,0,0,0,0,0,0,0,0,0,1,2,0
"PALO","WCHT",1,1,NA,NA,1,1,1,0,1,1,1,1,1,10,10,1
"PALO","WEWA",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"PALO","WFQD",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0
"PALO",NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0
"PUVI","AMRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PUVI","BANA",0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0
"PUVI","BAWW",1,1,1,1,1,0,0,0,1,1,1,0,0,8,5,0
"PUVI","BCPT",1,1,0,1,0,1,1,1,1,1,1,1,1,11,15,0
"PUVI","BFGR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
"PUVI","BITH",1,1,1,1,1,1,1,1,1,1,1,1,1,13,22,2
"PUVI","BTBW",1,1,1,0,1,1,1,1,1,1,1,1,1,12,13,1
"PUVI","COYE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PUVI","GABU",1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,2
"PUVI","GAEL",0,0,0,0,0,0,1,0,1,1,1,0,0,4,4,0
"PUVI","GRCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PUVI","GTGT",1,1,1,1,1,1,1,1,1,1,1,1,1,13,34,11
"PUVI","HHTA",1,1,1,1,1,1,1,1,1,1,1,1,1,13,9,2
"PUVI","HIEM",0,1,0,1,0,0,0,1,0,1,0,0,0,4,5,0
"PUVI","HILC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PUVI","HIPE",0,1,1,1,1,1,1,1,0,1,1,0,0,9,7,0
"PUVI","HIPK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PUVI","HISP",0,1,0,1,1,1,1,1,1,1,1,1,1,11,16,1
"PUVI","HITR",0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0
"PUVI","HIWO",0,0,0,0,0,0,0,1,0,1,1,0,0,3,4,0
"PUVI","KEWA",0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
"PUVI","LATH",0,0,1,1,0,0,0,1,0,1,0,1,0,5,4,0
"PUVI","MYWA",0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0
"PUVI","NBTO",1,1,1,1,1,1,1,1,1,1,1,1,1,13,20,4
"PUVI","OVEN",1,1,1,1,1,1,1,1,1,1,1,1,1,13,23,4
"PUVI","PIWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PUVI","RLTH",0,0,0,0,0,0,0,0,0,1,1,1,1,4,9,0
"PUVI","RNPI",1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"PUVI","RTSO",1,1,1,0,1,1,1,1,1,1,1,1,1,12,21,1
"PUVI","SSHA",1,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0
"PUVI","SWWA",0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0
"PUVI","WCHT",1,1,1,1,1,1,1,1,1,1,1,1,1,13,10,2
"PUVI","WEWA",0,0,0,0,0,0,0,0,0,1,0,1,0,2,4,0
"PUVI","WFQD",0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
